date,long_gross_return,short_gross_return,gross_return,transaction_cost,borrow_cost,net_return,benchmark_return,excess_return,audit_bucket
2025-11-24,0.040748549524575586,0.0033895178760538825,0.04413806740062946,0.0,0.0,0.04413806740062946,0.007306222811812909,0.036831844588816554,best
2026-02-06,0.05294981575375901,-0.021856422574872733,0.031093393178886278,0.0,0.0,0.031093393178886278,0.022232924702412945,0.008860468476473333,best
2026-02-25,0.02423825462487856,0.004785637664461557,0.029023892289340113,0.0,0.0,0.029023892289340113,0.005686498878481506,0.02333739341085861,best
2026-03-09,0.028447119682198933,-0.001835440907174757,0.026611678775024177,0.0,0.0,0.026611678775024177,0.006084815765479082,0.020526863009545093,best
2026-01-09,0.026858605379267278,-0.0012149507732065134,0.02564365460606076,0.0,0.0,0.02564365460606076,0.007380052479030445,0.018263602127030314,best
2026-02-04,-0.028784507807341674,-0.0051017471646780605,-0.03388625497201973,0.004000000000000001,0.0,-0.03788625497201974,0.0009183442244238312,-0.038804599196443565,worst
2026-01-08,-0.020871352843055906,-0.01223138837448684,-0.03310274121754274,0.0,0.0,-0.03310274121754274,0.0037545754122302573,-0.036857316629773,worst
2026-01-30,-0.030323626402804154,-0.0013066479171451597,-0.03163027431994931,0.0,0.0,-0.03163027431994931,-0.004515848883391677,-0.027114425436557635,worst
2026-04-28,-0.0237104357032006,-0.006467636862094662,-0.030178072565295262,0.0,0.0,-0.030178072565295262,-0.004206247455730463,-0.0259718251095648,worst
2025-12-12,-0.026901124161519713,-0.0014031417552065606,-0.028304265916726277,0.0,0.0,-0.028304265916726277,-0.008608709942640427,-0.01969555597408585,worst
