date,long_gross_return,short_gross_return,gross_return,transaction_cost,borrow_cost,net_return,benchmark_return,excess_return,audit_bucket
2025-11-24,0.052788358885473764,-0.002678356593703797,0.05011000229176997,0.0,0.0,0.05011000229176997,0.007306222811812909,0.04280377947995706,best
2025-06-16,0.05755844130932214,-0.004153678254508469,0.053404763054813675,0.004000000000000001,0.0,0.04940476305481367,0.010241614134128876,0.039163148920684794,best
2026-04-08,0.06368907229303096,-0.018162031813191672,0.0455270404798393,0.0,0.0,0.0455270404798393,0.02492130757684111,0.020605732902998188,best
2025-11-05,0.03696114461505951,0.0012940621054633177,0.03825520672052283,0.0,0.0,0.03825520672052283,0.006411251604536378,0.03184395511598645,best
2026-02-06,0.058056094660410965,-0.020562114424992357,0.037493980235418604,0.0,0.0,0.037493980235418604,0.022232924702412945,0.01526105553300566,best
2026-02-04,-0.04244523082980227,-0.010034249824278349,-0.052479480654080604,0.004000000000000001,0.0,-0.05647948065408061,0.0009183442244238312,-0.057397824878504436,worst
2026-01-08,-0.031546116228372716,-0.0030323481561537586,-0.03457846438452647,0.0,0.0,-0.03457846438452647,0.0037545754122302573,-0.03833303979675673,worst
2026-04-28,-0.031195727613218663,-0.0031343303940408575,-0.03433005800725952,0.0,0.0,-0.03433005800725952,-0.004206247455730463,-0.03012381055152906,worst
2025-12-12,-0.026018179059549985,-0.003448647170417146,-0.029466826229967134,0.0,0.0,-0.029466826229967134,-0.008608709942640427,-0.020858116287326707,worst
2025-11-20,-0.04189426726773504,0.01657241201577298,-0.025321855251962073,0.004000000000000001,0.0,-0.029321855251962074,-0.01530445167688575,-0.014017403575076323,worst
